Material,Descripción de Mater,Descripción Larga,Ubicación,Stock Total,UMB,Stock Almacén,Centro,Almacén,Valor Total,Valoración,Precio Variable,Stock Especial,Categoria,Stock de seguridad,Valor Stock
1000231533,"TOR.,M20X220MM,2.5MM,GR 8.8,HEX,MAQ.,S/T","TORNILLO, DIMENSIONES M20 OD x 220 MM LG, ROSCA 2.5 MM, MATERIAL GR 8.8, CABEZA HEXAGONAL, TIPO MAQUINA, TUERCA SIN TUER CA",1 17 10 B2,27,EA,27,EE60,1000,"5,265.00",AVG-COST,195,,HERRAMIENTAS Y FERRETERIA,0,"5,265.00"
1000231542,"TOR.,M36X160MM,4MM,GR 8.8,HEX,MAQ.,S/TUE","TORNILLO, DIMENSIONES M36 OD x 160 MM LG, ROSCA 4 MM, MATERIAL GR 8.8, CABEZA HEXAGONAL, TIPO MAQUINA, TUERCA SIN TUERCA",1 18 02 G1,18,EA,18,EE60,1000,"71,550.00",AVG-COST,"3,975.00",,HERRAMIENTAS Y FERRETERIA,0,"71,550.00"
1000231564,"RODAMIENTO,FAG 32313-A,32313 J2,CONICO,","RODAMIENTO, FAG 32313-A, 32313 J2, TIPO CONICO,",1 09 01 F3,2,EA,2,EE60,1000,"4,996.42",AVG-COST,"2,498.21",,REPUESTOS MECANICOS,0,"4,996.42"
1000231594,"RODAMIENTO,FAG NU2313-E-TVP2,C3,DE RODIL","RODAMIENTO, FAG NU2313-E-TVP2, TOLERANCIA C3, TIPO DE RODILLOS,NU 2313 ECP SKF",1 09 01 E1,2,EA,2,EE60,1000,"4,837.12",AVG-COST,"2,418.56",,REPUESTOS MECANICOS,0,"4,837.12"
1000231621,"CANGILON,709.003.000,ARCEMI","CANGILON,709.003.000,ARCEMI",P PT 01 B1,26,EA,25,EE60,1000,"132,250.00",AVG-COST,"5,290.00",,REPUESTOS MECANICOS,0,"132,250.00"
1000231622,"CANGILON,709.003.000,ARCEMI","CANGILON,709.003.000,ARCEMI",P PT 01 B1,26,EA,1,EE60,1005,"132,250.00",RECOVERED,0,,REPUESTOS MECANICOS,0,0
1000231677,"RETEN,60MMX75MMX10MM HT,NBR NITRILO,CAJA","SELLO RETEN, DIMENSIONES 60 MM ID X 75 MM OD X 10 MM HT, MATERIAL NBR NITRILO, TIPO CAJA METALICA CON RESORTE LABIO INDI VIDUAL",1 05 05 A5,6,EA,6,EE60,1000,"1,485.31",AVG-COST,247.55,,REPUESTOS MECANICOS,0,"1,485.31"
1000231807,"POLEA TRANS,701095D,VENTOMATIC DP 138","POLEA TRANSMISION,701095D,VENTOMATIC DP 138",1 13 01 B3,9,EA,9,EE60,1000,"24,622.06",AVG-COST,"2,735.78",,REPUESTOS MECANICOS,0,"24,622.06"
1000231814,"ARAN.,M36,ACERO,PLANA,","ARANDELA DE APRIETE, DIAMETRO NOMINAL M36, MATERIAL ACERO, TIPO PLANA",1 17 07 H1,41,EA,41,EE60,1000,807.7,AVG-COST,19.7,,REPUESTOS MECANICOS,0,807.7
1000231868,"ACOPLE EJE,N-EUPEX FLENDER,A140,FLEXIBLE","ACOPLAMIENTO EJE,N-EUPEX FLENDER, TAMAÑO A140, TIPO FLEXIBLE",1 15 07 E4,0,EA,0,EE60,1000,0,AVG-COST,"5,023.55",,REPUESTOS MECANICOS,0,0
1000231923,"RETEN,120 ID X 150 OD X 12HT MM,NBR","SELLO RETEN,120 ID X 150 OD X 12HT MM,NBR,RESORTE LABIO INDIVIDUAL",1 09 11 C1,4,EA,4,EE60,1000,"3,218.85",AVG-COST,804.71,,REPUESTOS MECANICOS,0,"3,218.85"
1000231959,"CODO,2-1/2"",SOLDABLE,HIERRO NEGRO,90 GRA","CODO TUBERIA, DIAMETRO 2-1/2"", CONEXION SOLDABLE, MATERIAL HIERRO NEGRO, TIPO 90 GRADOS, PRESION 150 PSI",1 18 03 G1,9,EA,9,EE60,1005,0,RECOVERED,0.01,,REPUESTOS MECANICOS,0,0
1000231965,"ZDEL RODAMIENTO,182936 INA,BOLAS""","RODAMIENTO,182936 INA, TIPO BOLAS",1 09 03 G1,2,EA,2,EE60,1000,"38,353.81",AVG-COST,"19,176.91",,REPUESTOS MECANICOS,0,"38,353.81"
1000231966,"RETEN,50MMX65MMX8MM HT,VITON,DOBLE LABIO","SELLO RETEN, DIMENSIONES 50 MM ID X 65 MM OD X 8 MM HT, MATERIAL VITON, TIPO DOBLE LABIO",1 09 11 A3,2,EA,2,EE60,1000,531.66,AVG-COST,265.83,,REPUESTOS MECANICOS,2,531.66
1000231967,"TOR.,M24X240MM,3MM,GR 8.8,REDONDA AVELLA","TORNILLO, DIMENSIONES M24 OD x 240 MM LG, ROSCA 3 MM, MATERIAL GRADO 8.8, CABEZA REDONDA AVELLANADA CON HEXAGONO EN EL I NTERIOR,",1 17 13 E2,25,EA,25,EE60,1005,0,RECOVERED,0.01,,HERRAMIENTAS Y FERRETERIA,0,0
1000231996,"SELLO LABERINTO,SKF LOR140,","SELLO LABERINTO, SKF LOR140;",1 09 12 A1,0,EA,0,EE60,1005,0,RECOVERED,0,,REPUESTOS MECANICOS,0,0
1000232043,"RETEN,65 ID X 90 OD X 8HT MM","SELLO RETEN,65 ID X 90 OD X 8HT MM,CRW1",1 10 11 C4,3,EA,1,EE60,1000,82.35,AVG-COST,82.35,,REPUESTOS MECANICOS,0,82.35
1000232137,"RETEN,65 ID X 90 OD X 8HT MM","SELLO RETEN,65 ID X 90 OD X 8HT MM,CRW1",1 10 11 C4,3,EA,2,EE60,1005,82.35,RECOVERED,0,,REPUESTOS MECANICOS,0,0
1000232155,"BANDA TRANSP. SINFIN, 800X1370MM,800137D","BANDA TRANSPORTADORA SINFIN, ANCHO 800MM, DESARROLLO 1370 MM, FABRICANTE VENTOMATIC, PARTE 800137D, MARCA CHORINO, SINONIMO BANDA",1 23 03 D2,0,EA,0,EE60,1000,0,AVG-COST,"6,759.57",,REPUESTOS MECANICOS,0,0
1000232240,"BANDA TRANSP. SINFIN, 800X1370MM,800137D","BANDA TRANSPORTADORA SINFIN, ANCHO 800MM, DESARROLLO 1370 MM, FABRICANTE VENTOMATIC, PARTE 800137D, MARCA CHORINO, SINONIMO BANDA",1 23 03 D2,0,EA,0,EE60,1000,0,AVG-COST,0,K,REPUESTOS MECANICOS,0,0
1000232348,"BANDA TRANSP. SINFIN, 800X1770MM,800138D","BANDA TRANSPORTADORA SINFIN, ANCHO 800MM, DESARROLLO 1770 MM, FABRICANTE VENTOMATIC, PARTE 800138D, MARCA CHORINO, SINONIMO BANDA",1 22 03 B3,0,EA,0,EE60,1000,0,AVG-COST,0,K,REPUESTOS MECANICOS,0,0
1000232394,"ART.ENFERMERIA,TAPABOCA DESECHABLE,50 PZ","ARTICULO DE ENFERMERIA, TIPO TAPABOCA DESECHABLE, PRESENTACION 50 PZ X CAJA",1 03 09 F1,"2,300.00",EA,"2,300.00",EE60,1000,"5,757.57",AVG-COST,2.5,,"MATERIALES, OTROS",68,"5,757.57"
1000232441,"RETEN,90MMX130MMX12MM HT,VITON","SELLO RETEN, DIMENSIONES 90MM ID X 130MM OD X 12MM HT, MATERIAL VITON",1 10 11 D4,5,EA,5,EE60,1000,"4,367.77",AVG-COST,873.55,,REPUESTOS MECANICOS,0,"4,367.77"
1000232444,"VARIADOR VEL.,0.75KW,A.BRADLEY 22B-D2P3N","VARIADOR VELOCIDAD ELECTRICO, POTENCIA 0.75KW, ALLEN BRADLEY 22B-D2P3N104, POWER FLEX 40 AC, VOLTAJE 480VAC,",1 12 03 G2,0,EA,0,EE60,1000,0,AVG-COST,"17,111.95",,REPUESTOS ELECTRICOS Y ELECTRO,0,0
1000232468,"ZDEL PINTURA,BLANCO HUESO,VINILTEX,1 GAL","PINTURA, COLOR BLANCO HUESO, TIPO VINILTEX, ENVASE 1 GAL, PINTUCO 1538",ALM ACEITE,0,GLL,0,EE60,1000,0,AVG-COST,"2,664.30",,HERRAMIENTAS Y FERRETERIA,0,0
1000232506,"KIT,EP 1250/4 GYEAR,KIT DE EMPALME BANDA","KIT ELEMENTOS,EP 1250/4 GOODYEAR, TIPO KIT DE EMPALME BANDA TRANSPORTADORA",1 39 08 F2,2,EA,1,EE60,1000,"23,828.05",AVG-COST,"23,828.05",,REPUESTOS MECANICOS,1,"23,828.05"
1000232574,"KIT,EP 1250/4 GYEAR,KIT DE EMPALME BANDA","KIT ELEMENTOS,EP 1250/4 GOODYEAR, TIPO KIT DE EMPALME BANDA TRANSPORTADORA",1 39 08 F2,2,EA,1,EE60,1005,"23,828.05",RECOVERED,0,,REPUESTOS MECANICOS,1,0
1000232583,"BARRA METALICA,2-3/4"" OD,ACERO 4140,REDO","BARRA METALICA, DIMENSIONES 2-3/4"" OD, MATERIAL ACERO 4140, SECCION REDONDA, ACABADO TRATADO",1 PT 2 B12,6,M,6,EE60,1000,"7,300.02",AVG-COST,"1,216.67",,ACEROS,0,"7,300.02"
1000233094,"SENSOR ELECT.,RT 116 DANFOSS,PRESION,1 A","SENSOR ELECTRICO,RT 116 DANFOSS, TIPO PRESION, RANGO 1 A 10 BAR, CONEXION 1/4"", PRECISION 0.3 - 1.3",1 11 13 E2,2,EA,2,EE60,1000,"5,387.25",AVG-COST,"2,693.63",,REPUESTOS ELECTRICOS Y ELECTRO,0,"5,387.25"
1000233253,"CONTACTOR,3RT1036-1BB40 SIEMENS,24 VDC,S","CONTACTOR MAGNETICO,3RT1036-1BB40 SIEMENS, BOBINA 24 VDC, TAMAÑO S2, LINEA 220 / 440 VAC, TIPO 3RT",1 11 02 D1,1,EA,1,EE60,1000,"3,980.00",AVG-COST,"3,980.00",,REPUESTOS ELECTRICOS Y ELECTRO,0,"3,980.00"
1000233384,"FUSIBLE, A70QS500-4IL, FERRAZ, 500 A, 70","FUSIBLE SOBRECARGA, VOLTAJE 700 VAC, FERRAZ SHAWMUT A70QS500-4IL, AMPERAJE 500 A",1 13 13 E1,10,EA,10,EE60,1000,"54,411.20",AVG-COST,"5,441.12",,REPUESTOS ELECTRICOS Y ELECTRO,0,"54,411.20"
1000233404,"PASTA RECUB.,FOURTHANE LINEA ROJA,","PASTA RECUBRIMIENTO, FOURTHANE MARCA LINEA ROJA",1 39 08 F1,3,EA,2,EE60,1000,"11,112.00",AVG-COST,"5,556.00",,HERRAMIENTAS Y FERRETERIA,3,"11,112.00"
1000233492,"PASTA RECUB.,FOURTHANE LINEA ROJA,","PASTA RECUBRIMIENTO, FOURTHANE MARCA LINEA ROJA",1 39 08 F1,3,EA,1,EE60,1005,"11,112.00",RECOVERED,0,,HERRAMIENTAS Y FERRETERIA,3,0
1000233493,"HUB,HIRSCHMANNMM2-2FXM2,PUERTOS 2X100BAS","HUB RED DE DATOS, HIRSCHMANN MM2-2FXM2, PUERTOS 2 X 100BASE FX,",1 11 09 B2,2,EA,2,EE60,1000,"30,082.03",AVG-COST,"15,041.02",,INFORMATICA,0,"30,082.03"
1000233494,"MODULO,19 - 55 VDC,ENDRESS HAUSER FEI54,","MODULO ELECTRONICO, VOLTAJE 19 - 55 VDC, ENDRESS HAUSER FEI54",1 12 03 F1,1,EA,1,EE60,1000,"16,082.91",AVG-COST,"16,082.91",,REPUESTOS ELECTRICOS Y ELECTRO,0,"16,082.91"
1000233638,"ZDEL MODULO,24 VDC,SCHNEIDER BMXDDO1602,","MODULO ELECTRONICO, VOLTAJE 24 VDC, SCHNEIDER BMXDDO1602, MARCA TELEMECANIQUE, SALIDA 19 A 30 VDC,",1 11 10 F1,3,EA,2,EE60,1000,"7,121.80",AVG-COST,"3,560.90",,REPUESTOS ELECTRICOS Y ELECTRO,0,"7,121.80"
1000233662,"ZDEL MODULO,24 VDC,SCHNEIDER BMXDDO1602,","MODULO ELECTRONICO, VOLTAJE 24 VDC, SCHNEIDER BMXDDO1602, MARCA TELEMECANIQUE, SALIDA 19 A 30 VDC,",1 11 10 F1,3,EA,1,EE60,1005,"7,121.80",RECOVERED,0,,REPUESTOS ELECTRICOS Y ELECTRO,0,0
1000233663,"KIT,GOYEN M2162,KIT DE DIAFRAGMAS,R","ZDEL KIT ELEMENTOS, GOYEN M2162, TIPO KIT DE DIAFRAGMAS,RCA45T2 GOYEN""",1 06 09 F1,83,EA,83,EE60,1007,"207,019.43",AVG-COST,"2,494.21",K,REPUESTOS MECANICOS,36,"207,019.43"
1000233705,"RODAMIENTO, 23144 BMBC3, SKF","RODAMIENTO, TOLERANCIA C3,23144B.MB.C3 SKF",1 32 02 D4,1,EA,1,EE60,1000,"20,416.16",AVG-COST,"20,416.16",,REPUESTOS MECANICOS,0,"20,416.16"
1000233740,"RODAMIENTO, 29352 EMB, SKF","RODAMIENTO,29352E.MB SKF",1 32 01 D3,1,EA,1,EE60,1000,"49,817.15",AVG-COST,"49,817.15",,REPUESTOS MECANICOS,0,"49,817.15"
1000233786,"RODAMIENTO, 23984 MB, SKF","RODAMIENTO,23984MB SKF",1 32 02 D5,1,EA,1,EE60,1000,"75,556.35",AVG-COST,"75,556.35",,REPUESTOS MECANICOS,0,"75,556.35"
1000233905,"ESPACIADOR,VENTO 731398D","ESPACIADOR SEPARADOR,VENTOMATIC 731398D",1 13 03 G3,2,EA,2,EE60,1005,0,RECOVERED,0,,REPUESTOS MECANICOS,0,0
1000233936,"TUERCA UNION, 10177069, LOESCHE, 102321","TUERCA UNION, DIAMETRO NOMINAL 130MM, CONEXION THD, TIPO BIPARTIDA, MATERIAL ACERO, LOESCHE 10177069, 10232132, DIBUJO 027199-00-2",1 25 01 C3,0,EA,0,EE60,1000,0,AVG-COST,"30,205.73",,REPUESTOS MECANICOS,0,0
1000233990,"CIL ACCI,HIDRAULICO,320MM,280MM","CILINDRO ACCIONAMIENTO,HIDRAULICO,320MM,280MM,10220557,LOESCHE",1 28 02 C1,4,EA,0,EE60,1009,"927,974.89",DAMAGED,0,,REPUESTOS MECANICOS,0,0
1000234106,"CIL ACCI,HIDRAULICO,320MM,280MM","CILINDRO ACCIONAMIENTO,HIDRAULICO,320MM,280MM,10220557,LOESCHE",1 28 02 C1,4,EA,4,EE60,1006,"927,974.89",REFURBISH,"231,993.72",,REPUESTOS MECANICOS,0,"927,974.89"
1000234108,"CIL ACCI,HIDRAULICO,320MM,280MM","CILINDRO ACCIONAMIENTO,HIDRAULICO,320MM,280MM,10220557,LOESCHE",Falta ubicación,4,EA,0,EE60,,"927,974.89",DAMAGED,0,O,REPUESTOS MECANICOS,0,0
1000234110,"VALVULA SOL., P2V-BV600EE, PARKER, 5/3 V","VALVULA SOLENOIDE, DIAMETRO 26MM., PARKER P2V-BV600EE VIAS 5/3, VOLTAJE 24 VCD,",1 14 01 B1,0,EA,0,EE60,1000,0,AVG-COST,"5,698.00",,REPUESTOS MECANICOS,0,0
1000234111,"MANGUITO FIJACION,100MM,H 2322,SKF","MANGUITO FIJACION RODAMIENTO, DIAMETRO 100 MM, H 2322, SKF, FAG H2322",1 09 03 H1,0,EA,0,EE60,1005,0,RECOVERED,0.01,,REPUESTOS MECANICOS,0,0
1000234113,"ZDEL ELECTRODO, 1/8"""", UTP 65, EN 1600 :","ZDEL ELECTRODO, DIAMETRO 1/8"""", UTP 65, NORMA EN 1600 : E 29 9 R 32 DIN 8555 :""",1 10 04 D1,78.977,LB,78.977,EE60,1000,"64,713.12",AVG-COST,819.39,,"SOLDADURA, EQUIPOS, GASES Y MA",0,"64,713.12"
1000234115,"FILTRO, 398854, VICKERS, ACEITE","FILTRO ELEMENTO, TIPO ACEITE,SPERRY VICKERS 398854",1 15 12 D2,3,EA,3,EE60,1000,"1,904.46",AVG-COST,634.82,,REPUESTOS MECANICOS,0,"1,904.46"
1000234220,"TRANSF. POT., HPS-F0, HPS, 424 KVA, 4160","TRANSFORMADOR DE POTENCIA, HPS-F0 HPS, CAPACIDAD 424 KVA, TIPO SECO, CONEXION ESTRELLA, VOLTAJE PRIMARIO 4160 V, VOLTAJE SECUNDARI",Falta ubicación,0,EA,0,EE60,,0,DAMAGED,0,O,MAQUINARIA Y EQUIPO,0,0
1000234229,"TRANSF. POT., HPS-F0, HPS, 424 KVA, 4160","TRANSFORMADOR DE POTENCIA, HPS-F0 HPS, CAPACIDAD 424 KVA, TIPO SECO, CONEXION ESTRELLA, VOLTAJE PRIMARIO 4160 V, VOLTAJE SECUNDARI",1 26 02 B1,0,EA,0,EE60,1006,0,REFURBISH,"151,300.00",,MAQUINARIA Y EQUIPO,0,0
1000234233,"TRANSF. POT., HPS-F0, HPS, 424 KVA, 4160","TRANSFORMADOR DE POTENCIA, HPS-F0 HPS, CAPACIDAD 424 KVA, TIPO SECO, CONEXION ESTRELLA, VOLTAJE PRIMARIO 4160 V, VOLTAJE SECUNDARI",Falta ubicación,0,EA,0,EE60,1009,0,DAMAGED,0,,MAQUINARIA Y EQUIPO,0,0
1000234239,"BASTIDOR MEC., VENTO DIBUJO NT01659D/R P","BASTIDOR MECANICO, VENTOMATIC DIBUJO NT01659D/R POS 11VENTOMATIC 506722D",1 13 04 F1,0,EA,0,EE60,1000,0,AVG-COST,"17,819.45",,REPUESTOS MECANICOS,0,0
1000234240,"ARTICULACION, 640348Z, VENTOMATIC","ARTICULACION,640348Z VENTOMATIC",1 13 05 C1,13,EA,13,EE60,1000,"5,048.80",AVG-COST,388.37,,REPUESTOS MECANICOS,0,"5,048.80"
1000234287,"VALV. RETENCION, AERZEN 169239000 CHECK","VALVULA RETENCION, AERZEN 169239000 TIPO CHECK",1 15 06 E1,1,EA,1,EE60,1000,"16,125.18",AVG-COST,"16,125.18",,REPUESTOS MECANICOS,0,"16,125.18"
1000234291,"ZDEL KIT,DNC-100 FESTO, SELLO REPUESTO""","KIT ELEMENTOS,DNC-100 FESTO, TIPO SELLO REPUESTO",1 12 02 D1,2,EA,2,EE60,1005,0,RECOVERED,0.01,,REPUESTOS MECANICOS,0,0
1000234299,"PLACA SEP., IP-62204-42703-02, CEMEX YAQ","PLACA SEPARADOR, CEMEX YAQUI DIBUJO IP-62204-42703-02 MATERIAL ACERO, NORMA 500 HB",P PT 07 B1,2,EA,2,EE60,1000,"13,081.47",AVG-COST,"6,540.74",,REVESTIMIENTOS (PLACAS Y BLIND,0,"13,081.47"
1000234302,"PLACA SEP., IP-62204-42703-01, CEMEX YAQ","PLACA SEPARADOR, CEMEX PLANTA YAQUI DIBUJO IP-62204-42703-01 MATERIAL ACERO CON REVESTIMIENTO, NORMA 60HRC",P 02 05 D1,70,EA,70,EE60,1000,"1,017,464.88",AVG-COST,"14,535.21",,REVESTIMIENTOS (PLACAS Y BLIND,0,"1,017,464.88"
1000234510,"CONEXION TUBING, C00600600, NORGREN, 6 M","CONEXION/ADAPTADOR TUBING,C00600600 NORGREN, DIMENSIONES 6 MM",1 15 12 F1,14,EA,14,EE60,1000,"1,011.36",AVG-COST,72.24,,REPUESTOS MECANICOS,0,"1,011.36"
1000234836,"CONEXION TUBING, C00600800, NORGREN, 8 M","CONEXION/ADAPTADOR TUBING,C00600800 NORGREN, DIMENSIONES 8 MM",1 15 12 G5,20,EA,20,EE60,1000,"1,847.20",AVG-COST,92.36,,REPUESTOS MECANICOS,0,"1,847.20"
1000235027,"EMPAQUE, IP 62206-33101.01, CEMEX YAQ.","EMPAQUETADURA PREFORMADA, CEMEX YAQUI DIBUJO IP 62206-33101.01, MATERIAL HULE, DIMENSIONES 2.5"" WD X 35"" OD X 8 MM",1 10 12 H1,9,EA,8,EE60,1000,"77,958.61",AVG-COST,"9,744.83",,REPUESTOS MECANICOS,8,"77,958.61"
1000235770,"EMPAQUE, IP 62206-33101.01, CEMEX YAQ.","EMPAQUETADURA PREFORMADA, CEMEX YAQUI DIBUJO IP 62206-33101.01, MATERIAL HULE, DIMENSIONES 2.5"" WD X 35"" OD X 8 MM",12703B02,9,EA,1,EE60,1005,"77,958.61",RECOVERED,0,,REPUESTOS MECANICOS,8,0
1000235805,"MODULO ELECTRONICO,BMXP342020CPU,MO","ZDEL MODULO ELECTRONICO,VOLTAJE 24 VDC,FABRICANTE PAIS MODICON,BMXP342020CPU;""",1 11 10 C2,1,EA,1,EE60,1000,"23,163.32",AVG-COST,"23,163.32",,REPUESTOS ELECTRICOS Y ELECTRO,0,"23,163.32"
1000235808,"VALVULA CTRL., P2V-BV500EE, PARKER, 26 M","VALVULA CONTROL, DIAMETRO 26 MM, P2V-BV500EE PARKER",1 14 02 B3,2,EA,2,EE60,1005,0.02,RECOVERED,0.01,,REPUESTOS MECANICOS,0,0.02
1000235987,"CIL ACCI,NEUMATICO,640602Z,VENTOMATIC","CILINDRO ACCIONAMIENTO,NEUMATICO,640602Z,VENTOMATIC",1 14 06 E3,1,EA,1,EE60,1000,"34,456.61",AVG-COST,"34,456.61",,REPUESTOS MECANICOS,0,"34,456.61"
1000236103,"CANGILON,564895D, VENTOMATIC;","CANGILON,PARTE 564895D,FABRICANTE VENTOMATIC",1 32 03 C3,0,EA,0,EE60,1000,0,AVG-COST,"1,382.83",,REPUESTOS MECANICOS,0,0
1000236109,"EXCENTRICO,FLS VENTOMATI,FLS524758D,LEVA","EXCENTRICO, FLSMIDTH MARCA VENTOMATIC, FLSMIDTH 524758D,SINONIMO LEVA",1 13 06 E2,1,EA,1,EE60,1000,"18,860.34",AVG-COST,"18,860.34",,REPUESTOS MECANICOS,0,"18,860.34"
1000236589,"POLEA TRANS,701747D,VENTOMATIC","POLEA TRANSMISION,701747D,VENTOMATIC D NT01692D/R POS 15",1 13 01 B1,6,EA,6,EE60,1000,"30,862.50",AVG-COST,"5,143.75",,REPUESTOS MECANICOS,0,"30,862.50"
1000236658,"SELLO LABTO,9-15-16"",043575,DODGE","SELLO LABERINTO,9-15-16"",043575,DODGE,TRIPLE-TECT",1 09 12 B1,1,EA,1,EE60,1005,0,RECOVERED,0,,REPUESTOS MECANICOS,0,0
1000236904,"MARCADOR MATLS.,BLANCO,LIQ,DYKEM 84003,","MARCADOR MATERIALES, COLOR BLANCO, TIPO LIQUIDO, DYKEM 84003, MARCA BRITE-MARKDYKEM",1 07 02 B2,82,EA,82,EE60,1007,"7,960.24",AVG-COST,97.08,K,HERRAMIENTAS Y FERRETERIA,48,"7,960.24"
1000236970,"CIL. ACCTO.640570Z, VENTOMATIC,NEUMATICO","CILINDRO ACCIONAMIENTO,FABRICANTE VENTOMATIC,PARTE 640570Z,TIPO NEUMATICO",1 19 02 C7,1,EA,1,EE60,1000,"22,056.79",AVG-COST,"22,056.79",,REPUESTOS MECANICOS,0,"22,056.79"
1000237751,"JUNTA DE BRIDA, 541036D,VENTOMATIC;","JUNTA DE BRIDA,FABRICANTE VENTOMATIC,PARTE 541036D",1 13 04 E3,4,EA,4,EE60,1000,"3,888.83",AVG-COST,972.21,,REPUESTOS MECANICOS,0,"3,888.83"
1000238320,"BUJE, 741564D,VENTOMATIC;","BUJE DESGASTE,PARTE 741564D,FABRICANTE VENTOMATIC",1 13 04 C1,4,EA,4,EE60,1000,"22,641.38",AVG-COST,"5,660.35",,REPUESTOS MECANICOS,0,"22,641.38"
1000238391,"RODAMIENTO 305707 C-2Z, SKF;","RODAMIENTO,PARTE 305707 C-2Z,FABRICANTE SKF",1 09 01 B5,1,EA,1,EE60,1000,"1,540.27",AVG-COST,"1,540.27",,REPUESTOS MECANICOS,0,"1,540.27"
1000238443,"VENT. ENFRIAMIENTO, A2346375,BECKER;","VENTILADOR DE ENFRIAMIENTO,PARTE A2346375,FABRICANTE BECKER",1 21 01 B2,0,EA,0,EE60,1005,0,RECOVERED,0,,REPUESTOS EQUIPO MOVIL,0,0
1000238868,"REDUCTOR,KH107-AD5,SEWEURODRIVE,26.32;","REDUCTOR,PARTE KH107-AD5,FABRICANTE SEWEURODRIVE,RELACION 26.32,FABRICANTE PAIS SEW EURODRIVE, MARCA 42.42001 14102.0001.08;",1 33 02 C1,1,EA,1,EE60,1005,0,RECOVERED,0,,MAQUINARIA Y EQUIPO,0,0
1000239060,"ARANDELA,525164D, VENTOMATIC","ARANDELA DE APRIETE,DIAMETRO NOMINAL 1"",TIPO CUADRADA,FABRICANTE PAIS VENTOMATIC,DIBUJO PR10807_00 ITEM 28;",1 13 02 D4,4,EA,4,EE60,1005,0,RECOVERED,0,,REPUESTOS MECANICOS,0,0
1000239129,"PLACA DESGASTE,HARDOX 500,SAAB,4FTX8FTX1","PLACA DESGASTE, HARDOX 500, SAAB, 4FTX8FTX1/4""THK, ACERO, DUREZA 500 HB, PLACA DURA",PATIO ALMA,0,EA,0,EE60,1000,0,AVG-COST,"13,950.00",,ACEROS,0,0
1000239130,"BELT,""V"",5VX1060 GATES,106""","BELT, ""V"",5VX1060 GATES, DEVELOPMENT 106""",1 06 11 F1,9,EA,9,EE60,1000,"5,929.20",AVG-COST,658.8,,REPUESTOS MECANICOS,4,"5,929.20"
1000239180,"BEARING,FLANGE BLOCK,XTB35ES1B12 WAM","BEARING,FLANGE BLOCK,XTB35ES1B12 WAM",1 09 14 H1,1,EA,1,EE60,1005,0.01,RECOVERED,0.01,,REPUESTOS MECANICOS,0,0.01
1000239246,SEAL TSN 510C,,1 09 06 C2,4,EA,4,EE60,1000,"1,189.03",AVG-COST,297.26,,"GRASAS, ACEITES Y LUBRICANTES",0,"1,189.03"
1000239248,OIL SEAL CB 105 X 130 X 12,,1 10 11 C1,4,EA,4,EE60,1005,0,RECOVERED,0.01,,"GRASAS, ACEITES Y LUBRICANTES",0,0
1000239581,"KIT ELEMENTOS, VENTOMATIC, 07848B13, TIP",,1 14 07 H1,1,EA,1,EE60,1000,"25,841.69",AVG-COST,"25,841.69",,REPUESTOS MECANICOS,0,"25,841.69"
1000239582,"KIT ELEMENTOS, VENTOMATIC, 07848B14, TIP",,1 13 03 D4,1,EA,1,EE60,1000,"32,895.28",AVG-COST,"32,895.28",,REPUESTOS MECANICOS,0,"32,895.28"
1000239583,"VALV. SOLENOIDE,26MM,5/2,DX2-651-70,PARK","VALVULA SOLENOIDE,DIAMETRO 26 MM.,VIAS 5/2,FABRICANTE PAIS PARKER, MODELO DX2-651-70;",1 14 01 B2,1,EA,1,EE60,1000,"3,394.00",AVG-COST,"3,394.00",,REPUESTOS MECANICOS,0,"3,394.00"
1000239584,"MOTORREDUCTOR,10,1.5HP,RNYMS1H-1420YA10;","MOTORREDUCTOR,RELACION 10,POTENCIA 1.5 HP,VELOCIDAD 1750 RPM,VOLTAJE 440 VOLTS,FABRICANTE PAIS SUMITOMO MODELO RNYMS1H-1420-YA-10",1 31 01 C1,1,EA,1,EE60,1000,"11,363.52",AVG-COST,"11,363.52",,MAQUINARIA Y EQUIPO,0,"11,363.52"
1000239960,"MOTORREDUCTOR,25.72,1HP,1750,FA47DT80K2;","MOTORREDUCTOR,RELACION 25.72,POTENCIA 1HP,VELOCIDAD 1750RPM,VOLTAJE 440 V,FABRICANTE PAIS SEW EURODRIVE, MODELO FA47DT80K2;",1 16 03 G1,2,EA,2,EE60,1000,"20,027.52",AVG-COST,"10,013.76",,MAQUINARIA Y EQUIPO,0,"20,027.52"
1000239961,"FUENTE PODER,3000KW,GCI6723G050A,TOSHIBA","FUENTE PODER,POTENCIA 3000 KW,PARTE GCI6723G050A,FABRICANTE TOSHIBA INTERNATIONAL CORPORATION,VOLTAJE ENTRADA 4160 VAC,VOLTAJE SA",1 38 02 B1,0,EA,0,EE60,1006,0,REFURBISH,"281,881.60",,REPUESTOS ELECTRICOS Y ELECTRO,0,0
1000239962,"ZDEL KIT,BPSD2S300,GEFA,SELLOS;""","ZDEL KIT ELEMENTOS,PARTE BPSD2S300,FABRICANTE GEFA,TIPO SELLOS""",1 13 05 C4,2,EA,2,EE60,1000,"24,450.30",AVG-COST,"12,225.15",,REPUESTOS MECANICOS,0,"24,450.30"
